title,year,duration,country,avg_vote,votes
12 Feet Deep,2017,85,USA,5.5,11663
Green is Gold,2016,81,USA,6,902
Justice,2017,92,USA,4,896
Gli acchiappamostri,2018,91,USA,5.4,273
Illicit,2017,120,USA,5.1,174
Shortwave,2016,85,USA,4.3,1354
The Shasta Triangle,2019,74,USA,3.5,270
Female Fight Club,2016,90,USA,4.2,1041
La scoperta,2017,102,USA,6.3,28565
Charlie Charlie,2016,85,USA,2.4,633
Escape Room,2017,81,USA,4.2,8562
The Dark Red,2018,101,USA,5,496
Lizzie,2018,105,USA,5.8,5916
The 5th Kind,2017,72,USA,5.5,309
Tonight She Comes,2016,84,USA,3.8,1869
Ocean's 8,2018,110,USA,6.2,177206
The Land,2016,104,USA,6.4,1598
"Tuo, Simon",2018,110,USA,7.6,94565
Another Soul,2018,78,USA,2.1,228
Returned,2015,90,USA,2.7,123
Rainbow Time,2016,91,USA,5.9,556
Heavenquest: A Pilgrim's Progress,2020,92,USA,3.4,154
Buster's Mal Heart,2017,96,USA,6.1,7776
Fiducia tradita,2016,85,USA,4.4,211
I Hate the Man in My Basement,2020,103,USA,5.3,213
The Silent Man,2017,103,USA,6.4,11424
Abe & Phil's Last Poker Game,2017,85,USA,5.7,202
Cercasi fidanzato per vacanza,2017,83,USA,5.4,855
Un'infermiera pericolosa,2016,84,USA,4.7,709
Grandma's House,2016,95,USA,6.3,126
Wild Nights with Emily,2018,84,USA,6,789
The Doll,2017,81,USA,2.4,357
Hedgehog,2017,114,USA,5.1,119
Billionaire Boys Club,2018,108,USA,5.6,10299
The Rocket,2018,89,USA,4.7,211
The Terror of Hallow's Eve,2017,80,USA,5.1,588
Il delitto del lago,2016,92,USA,5.3,274
The Amityville Legacy,2016,66,USA,2.1,174
Happy Hunting,2017,91,USA,5.1,2363
Mohawk,2017,91,USA,4.5,1285
68 Kill,2017,93,USA,6,4694
Round of Your Life,2019,91,USA,4.3,126
Beach House,2018,87,USA,5.6,728
The Mason Brothers,2017,114,USA,5,218
Wakefield - Nascosto nell'ombra,2016,106,USA,6.3,14955
Dry Blood,2017,83,USA,4.6,407
Izzy Gets the Fuck Across Town,2017,86,USA,5.5,1471
5150,2016,80,USA,4,255
Robo-Dog: Airborne,2017,88,USA,4.8,120
Porches and Private Eyes,2016,94,USA,4.3,114
View from a Blue Moon,2015,58,USA,6.6,830
The Lurker,2019,80,USA,3,182
Strange Weather,2016,92,USA,5.9,1063
Among the Shadows - Tra le ombre,2019,96,USA,2.1,724
"Sweet, Sweet Lonely Girl",2016,76,USA,5.4,709
La stanza delle meraviglie,2017,116,USA,6.2,9241
Operation Finale,2018,122,USA,6.6,29814
Kickboxer: Retaliation,2018,110,USA,5,4323
Fortune Defies Death,2018,115,USA,7.1,1130
A Bad Idea Gone Wrong,2017,85,USA,5.8,1043
Jessica Darling's It List,2016,79,USA,5.4,783
Prega perché piova,2017,92,USA,5.2,926
The Seeker,2016,60,USA,7.8,109
Rosy,2018,92,USA,4.7,714
Class Rank,2017,108,USA,6.4,1213
Double Play,2017,130,USA,6.7,163
Dead West,2016,115,USA,3.4,281
Broken Ceiling,2018,90,USA,7.5,166
Reach,2018,92,USA,5.6,247
Dead Sexy,2018,83,USA,4.3,496
The Eyes of My Mother,2016,76,USA,6.2,11061
The Rake,2018,79,USA,3.5,611
Feed,2017,95,USA,6.2,2181
She Was So Pretty,2016,76,USA,3.8,163
Intensive Care,2018,80,USA,3.9,303
Resolution Song,2018,93,USA,4.9,118
The Enchanted Cottage,2016,87,USA,3.7,181
Assimilate,2019,93,USA,5.3,4009
Drone Wars,2016,79,USA,2.9,371
The Hollywouldn'ts,2016,112,USA,6.6,148
Buddymoon,2016,80,USA,6,1249
Riding Faith,2020,81,USA,4.2,131
Random Tropical Paradise,2017,101,USA,4.4,334
La fine,2018,113,USA,5,43048
Blood Brother,2018,90,USA,4.4,702
The Mildew from Planet Xonader,2015,85,USA,5.3,557
Person to Person,2017,84,USA,5.7,1363
Don't Come Back from the Moon,2017,82,USA,5.2,722
Hot Wheels Acceleracers the Ultimate Race,2005,60,USA,7.4,159
The Bachelors - Un nuovo inizio,2017,99,USA,6.8,3749
The Belly of the Beast,2008,89,USA,7.9,375
Spa Night,2016,93,USA,6,1055
The Thinning,2016,81,USA,5.5,8698
Traded,2016,98,USA,5.1,2630
Puppet Master: Axis Termination,2017,75,USA,4,380
Crossbreed,2019,86,USA,4.1,804
Behold My Heart,2018,80,USA,5.3,409
The Immortal Wars,2017,92,USA,3.8,449
Tesla,2020,102,USA,5.1,2277
The Wedding Party,2016,112,USA,4.7,193
Jean,2016,71,USA,7.5,142
Un'attrazione pericolosa,2016,89,USA,4.9,303
Dead Ant,2017,87,USA,4.8,792
Moving Parts,2017,106,USA,4.3,257
Enigma,2019,100,USA,6.9,228
Rogue Warfare,2019,103,USA,2.7,969
Step Sisters,2018,108,USA,5.4,3911
The Christmas Project,2016,92,USA,5.4,342
All the Creatures Were Stirring,2018,80,USA,4.9,886
Hell Mountain,2017,92,USA,4,129
The 4th,2016,82,USA,4.9,270
The Terrible Two,2018,84,USA,2.3,310
Love Under New Management: The Miki Howard Story,2016,120,USA,7.3,146
The Ice Cream Truck,2017,96,USA,5.2,1830
How to Tell You're a Douchebag,2016,75,USA,5.2,153
Dark Night,2016,85,USA,4.4,840
Sadistic Intentions,2019,82,USA,4.3,171
6:66 PM,2017,82,USA,5.4,426
Furlough,2018,83,USA,5.5,1382
Internet Famous,2016,87,USA,3.6,1108
Catfight - Botte da amiche,2016,95,USA,5.8,5188
Eli,2019,98,USA,5.7,26539
Dreamland,2019,98,USA,6.1,236
Revelator,2017,109,USA,4.9,532
Assassinaut,2019,83,USA,4.1,455
Crepitus,2018,83,USA,3.4,118
"Heart, Baby",2017,109,USA,6.6,125
Swing State,2017,95,USA,4.1,311
Z/Rex: The Jurassic Dead,2017,82,USA,2.7,229
The Islands,2019,89,USA,5.7,788
La suora del peccato,2015,87,USA,4.9,825
Set It Up,2018,105,USA,6.5,40115
The Standoff at Sparrow Creek,2018,88,USA,6.2,3206
Bigfoot Vs. Zombies,2016,79,USA,2.2,231
Auguri per la tua morte,2017,96,USA,6.6,110766
Browncoats: Independence War,2015,98,USA,1.1,717
The Amityville Terror,2016,84,USA,3.2,952
Burden,2018,117,USA,6.5,1154
EuroClub,2016,93,USA,3.8,120
People You May Know,2017,92,USA,5.5,1374
Un nuovo inizio,2017,84,USA,5.5,446
Slamma Jamma,2017,104,USA,6.1,1324
Bad People,2016,80,USA,3.8,165
JL Ranch,2016,85,USA,5.3,324
Party Night,2017,70,USA,3.3,389
Snapshots,2018,95,USA,6.6,1276
My Art,2016,86,USA,4,130
Are We Not Cats,2016,77,USA,5.8,578
Inoperable,2017,85,USA,3.8,571
Murder on the Cape,2017,95,USA,2.6,608
One Last Thing,2018,91,USA,6.2,400
Mythica: The Godslayer,2016,118,USA,5.5,1083
Signature Move,2017,80,USA,5.5,443
Bong of the Living Dead,2017,81,USA,5.9,138
The Other Side,2018,95,USA,4.1,109
Nightblade,2016,86,USA,5.1,105
Ryde,2017,84,USA,5.9,8216
Mike Epps: Don't Take It Personal,2015,59,USA,4.3,224
Zoombies,2016,87,USA,3.3,2179
Friday's Child,2018,91,USA,6,544
The Stray,2017,92,USA,5.4,979
Sniper: Forze speciali,2016,86,USA,3.2,2495
Valley of Ditches,2017,77,USA,3.9,300
Patient Seven,2016,116,USA,5,2602
A Weekend with the Family,2016,82,USA,4.9,339
A Promise of Time Travel,2016,88,USA,4.8,176
Howlers,2019,92,USA,4.8,335
Lake on Fire,2016,79,USA,5.5,581
Hell Girl,2019,81,USA,4.1,580
Among Thieves,2019,95,USA,4.2,121
The Cat and the Moon,2019,114,USA,5.6,270
The Midnight Man,2017,88,USA,3.5,252
The Incantation,2018,98,USA,3.4,400
Fishtales,2016,71,USA,4.2,231
Broken Swords: The Last in Line,2018,98,USA,2.3,118
The Watchman's Canoe,2017,101,USA,4.9,115
Manifest Destiny Down: Spacetime,2019,101,USA,7.2,707
The Bad Man,2018,106,USA,3.9,207
Finché batte il cuore,2017,88,USA,4,451
Detroit,2017,143,USA,7.3,46350
The Martyr Maker,2018,90,USA,4,117
Theta States,2017,95,USA,6,150
Walking Out,2017,95,USA,5.8,5620
Una stagione da ricordare,2018,101,USA,6.5,4364
FP2: Beats of Rage,2018,89,USA,5.9,141
Saint Judy,2018,106,USA,6.1,912
The Black Room,2017,94,USA,3.3,2573
Dead Squad: Temple of the Undead,2018,90,USA,3.3,293
Claire in Motion,2016,83,USA,4.4,602
Little Sister,2016,91,USA,6.3,3431
Tilt,2017,99,USA,5,462
Woman Walks Ahead,2017,101,USA,6.6,5341
Zola,2020,90,USA,6.1,154
Bugs Bunny: Looney Tunes Cartoons 1942-1943 - Golden-Era Collection,2016,56,USA,8.5,557
The California No,2018,84,USA,4.1,174
Nessie & Me,2016,90,USA,3.4,128
Pass Thru,2016,90,USA,5.4,1434
From Nowhere,2016,89,USA,6.8,270
Amityville: No Escape,2016,78,USA,3.1,184
Un killer tra noi,2016,91,USA,4.7,161
Secrets of Deception,2017,76,USA,4.2,229
American Satan,2017,111,USA,5.6,3050
Andy's Rainbow,2016,115,USA,6.2,184
The Men,2018,97,USA,5.6,1692
Mythica: The Iron Crown,2016,93,USA,5.5,1309
Love After Love,2017,91,USA,5.4,850
Anomaly,2016,98,USA,3.1,272
The Night Shift,2016,63,USA,2.4,105
The Etruscan Smile,2018,107,USA,6.8,972
LoveJacked,2017,92,USA,4.8,215
Break-Up Nightmare,2016,90,USA,4.6,423
Vendetta: Una storia d'amore,2017,99,USA,5.2,6619
The Clapper,2017,89,USA,5.1,6182
Rockaway,2017,90,USA,7.2,2626
The Big Sick - Il matrimonio si può evitare... l'amore no,2017,120,USA,7.5,117533
Abundant Acreage Available,2017,80,USA,5.8,211
Deadpool 2,2018,119,USA,7.7,460610
Havana Darkness,2018,86,USA,3.8,494
The Brawler,2018,95,USA,4.8,401
Psychopaths,2017,85,USA,4.1,544
Recovery,2019,82,USA,4.7,772
20 Weeks,2017,90,USA,5.1,143
Split Lip,2019,100,USA,3.6,200
Barry,2016,104,USA,5.8,6166
Hostiles: Ostili,2017,134,USA,7.2,67184
Charlie Charlie,2019,85,USA,2.4,172
Shattered,2017,90,USA,5.4,364
Dead Rising: Endgame,2016,96,USA,4.8,2618
Sinister Squad,2016,90,USA,2.1,960
The Edict,2017,85,USA,3.7,110
Chocolate City: Vegas,2017,89,USA,3.9,228
The Samaritans,2017,76,USA,4.8,186
La sirenetta - The Little Mermaid,2018,85,USA,4.2,7872
L'osservatore,2016,89,USA,5.4,2790
Barbie avventura stellare,2016,79,USA,5.9,559
Gone Are the Days,2018,99,USA,5.2,854
Le ragazze di Wall Street,2019,110,USA,6.3,76903
L'ultima discesa,2017,98,USA,5.7,6100
Only for One Night,2016,86,USA,4.5,658
Be Somebody,2016,88,USA,5.6,3551
The Everglades Killings,2018,80,USA,3.8,307
Hope Springs Eternal,2018,78,USA,4.8,430
School Spirits,2017,88,USA,3.9,175
Apotheosis,2018,68,USA,5.3,183
Appuntamento con la morte,2016,84,USA,4.7,272
Bright,2017,117,USA,6.3,164641
Dirty 30,2016,86,USA,5.5,2702
A Lesson in Cruelty,2018,72,USA,4.8,367
We Love You,2016,77,USA,3.3,327
Lazarat,2019,103,USA,5,576
Evil in Her,2017,104,USA,2.8,104
#Screamers,2016,85,USA,4.3,951
Atone,2019,89,USA,3.1,365
Victor Crowley,2017,83,USA,5.5,4473
Private Life,2018,123,USA,7.2,14608
The Meyerowitz Stories (New and Selected),2017,112,USA,6.9,40378
My Entire High School Sinking Into the Sea,2016,75,USA,6,966
Il re della polka,2017,95,USA,5.9,8691
You Get Me,2017,89,USA,4.6,11119
Amityville: Vanishing Point,2016,92,USA,1.9,100
Special Unit,2017,102,USA,5.6,323
With a Kiss I Die,2018,73,USA,4.1,151
Alexander IRL,2017,82,USA,4.2,101
Attacco alla verità - Shock and Awe,2017,90,USA,6.2,5168
Fino all'osso,2017,107,USA,6.8,38621
Il diario degli orrori,2016,86,USA,3.8,219
The Restaurant,2017,85,USA,3.6,182
Flashburn,2017,89,USA,3.7,167
12 Pound Balls,2017,80,USA,4.1,146
Fishbowl California,2018,83,USA,5.3,822
Almost Amazing,2017,105,USA,4,235
We All Fall Down,2016,81,USA,2.7,254
"6 Dynamic Laws for Success (in Life, Love & Money)",2017,92,USA,6.8,100
Followed,2018,96,USA,4.3,239
Let's Kill Grandpa,2017,79,USA,4.2,180
Wetlands,2019,98,USA,4.3,364
Island Zero,2018,99,USA,4.6,976
A Futile and Stupid Gesture,2018,101,USA,6.8,12978
Being Rose,2017,89,USA,5.6,246
Nerdland,2016,85,USA,5.3,962
The KAOS Brief,2017,75,USA,4.5,247
Human Zoo,2020,109,USA,2.1,241
Clemency,2019,112,USA,6.5,2387
Clinical,2017,104,USA,5.1,6432
Amanda & Jack Go Glamping,2017,94,USA,4.5,605
Vikes,2017,86,USA,5.2,102
Luce dei miei occhi,2017,84,USA,5.6,338
The Mad Whale,2017,99,USA,5.7,206
Il coraggio della verità - The Hate U Give,2018,133,USA,7.4,28869
Amateur,2018,96,USA,5.9,3452
Inheritance,2017,90,USA,3.5,337
Hoax,2019,96,USA,3.9,551
In the Name of Ben Hur,2016,89,USA,2.8,756
Gold Dust,2020,100,USA,4,205
The Domestics,2018,95,USA,5.7,8422
Savannah Sunrise,2016,88,USA,5.9,189
L'inganno,2017,93,USA,6.3,50166
Ricatto ad alta quota,2016,120,USA,5,385
Attack of the Southern Fried Zombies,2017,83,USA,4.3,507
The Meanest Man in Texas,2017,105,USA,6,168
Ambition,2019,87,USA,3.8,254
Deadman Standing,2018,92,USA,4.9,214
Andover,2017,91,USA,5.8,3574
Summer Shark Attack,2016,88,USA,3.5,814
The Covenant,2017,90,USA,4.8,1131
Boyne Falls,2018,84,USA,6,789
Lost Creek,2016,92,USA,4.7,119
Enter the Fire,2018,76,USA,6.2,135
Imitation Girl,2017,84,USA,4.9,491
F*&% the Prom,2017,92,USA,4.2,4403
Mid90s,2018,85,USA,7.4,44512
Tall Men,2016,133,USA,3.4,449
Airplane Mode,2019,80,USA,3.5,3292
3,2017,80,USA,4.2,212
FML,2016,98,USA,5.8,909
Life of the Party - Una mamma al college,2018,105,USA,5.6,32014
Fatal Crossing,2017,95,USA,3.4,120
Blessed Are the Children,2016,98,USA,4.8,211
Fourplay,2018,77,USA,4.6,135
Il lato oscuro della rete,2017,83,USA,2.6,382
Truth or Double Dare (TODD),2018,62,USA,2.3,116
A Very Sordid Wedding,2017,109,USA,5.3,1363
Confessions of a Teenage Jesus Jerk,2017,95,USA,6.1,538
Sharkenstein,2016,85,USA,2.1,484
Wraith,2017,99,USA,3.4,476
BNB Hell,2017,83,USA,5.5,437
Jonathan,2018,95,USA,5.9,5188
Social Animals,2018,90,USA,5.2,1590
Just Say Goodbye,2017,106,USA,6.5,159
Fat Camp,2017,86,USA,4.6,202
Beautifully Broken,2018,108,USA,5.7,355
Accadde il giorno di San Valentino,2017,92,USA,5.4,406
ABCs of Death 2.5,2016,85,USA,4.6,636
Amiche di sangue,2017,92,USA,6.7,32554
Un sogno chiamato Florida,2017,111,USA,7.6,90024
Camera Obscura,2017,95,USA,4.5,859
Saturday Church,2017,82,USA,6.3,660
The Hero,2017,96,USA,6.5,7828
Kiss Kiss,2019,95,USA,2.5,263
I'm Not Here,2017,81,USA,5.5,969
Daddy's Home 2,2017,100,USA,6,59328
Cell Block 99: Nessuno può fermarmi,2017,132,USA,7.1,56412
Humor Me,2017,93,USA,6,886
A Midsummer Night's Dream,2017,105,USA,5.4,147
Dead Trigger,2017,91,USA,3.6,838
We Are Boats,2018,108,USA,6,527
The River Thief,2016,87,USA,5.3,434
"We Love You, Sally Carmichael!",2017,84,USA,6.1,354
Fashionista,2016,110,USA,5.5,460
Black Site Delta,2017,87,USA,3.8,957
Swell,2019,96,USA,5.2,159
Cut Shoot Kill,2017,98,USA,4.3,434
Generational Sins,2017,90,USA,7.1,1485
Tombstone-Rashomon,2017,83,USA,3.7,100
Traffik,2018,96,USA,6,18154
Saving Flora,2018,95,USA,5.7,300
Frazier Park Recut,2017,71,USA,5.1,214
Get Big,2017,86,USA,5.9,1120
First We Take Brooklyn,2018,91,USA,3.8,436
Breaking Point,2017,82,USA,2.7,120
Coffin 2,2017,101,USA,4.3,2744
Above Suspicion,2019,104,USA,5.4,1229
Primal Rage,2018,106,USA,4.9,2703
Sorry to Bother You,2018,112,USA,6.9,57756
Alex Strangelove,2018,99,USA,6.3,14199
Killing Gunther,2017,92,USA,4.8,11309
Trouble,2017,100,USA,4.5,235
Slender Man,2018,93,USA,3.2,27028
Caccia alla spia,2017,97,USA,4.1,218
Marfa Girl 2,2018,97,USA,4.9,268
Dirt,2018,102,USA,6.2,1090
Under the Silver Lake,2018,139,USA,6.5,30560
Sickhouse,2016,68,USA,3.8,204
RiffTrax Live: Time Chasers,2016,106,USA,6.4,125
Running for Grace,2018,110,USA,6.1,1234
Sensitivity Training,2016,87,USA,6.2,224
American Criminal,2019,100,USA,6.5,330
Prey,2019,85,USA,4.7,1674
Starfish,2018,101,USA,5.3,2323
Una pericolosa ossessione,2017,86,USA,5.4,2296
Dance Night Obsession,2019,94,USA,3.9,127
God Bless the Broken Road,2018,111,USA,5.5,838
Un nuovo futuro,2017,90,USA,3,3453
Monsterland,2016,108,USA,5.1,332
American Exorcism,2017,92,USA,4.5,397
A Cowgirl's Story,2017,98,USA,5.4,456
Three Christs,2017,109,USA,5.9,886
A-X-L - Un'amicizia extraordinaria,2018,100,USA,5.3,9875
Mercy,2016,90,USA,4.2,2900
I Don't Feel at Home in This World Anymore.,2017,93,USA,6.9,46169
Getting Grace,2017,112,USA,7.2,345
Krampus Unleashed,2016,80,USA,2.4,477
Welcome the Stranger,2018,94,USA,4.7,1309
Thumper,2017,93,USA,5.8,2622
Where's the Money,2017,86,USA,5.1,1748
Disturbing the Peace - Sotto assedio,2020,91,USA,3.2,1265
Viaggio con papà - Istruzioni per l'uso,2018,97,USA,5.2,550
Dead Night,2017,86,USA,4.3,1156
40 sono i nuovi 20,2017,97,USA,5.8,27064
Never Hike Alone,2017,54,USA,6.9,1566
È solo l'inizio,2017,91,USA,4.5,6019
Endless,2020,95,USA,4.6,214
L'autista,2017,82,USA,6.4,16844
Ghosthunters,2016,90,USA,3.2,660
First House on the Hill,2017,85,USA,4.2,141
Diamanti grezzi,2019,135,USA,7.4,199124
Il passato non dimentica,2016,84,USA,4.7,152
This Is Meg,2017,85,USA,5.4,110
Blood Type,2019,58,USA,7,110
Troy: The Odyssey,2017,90,USA,2.6,560
L'esorcismo di Hannah Grace,2018,86,USA,5.2,17040
Future World,2018,90,USA,3.2,5247
Midnighters,2017,94,USA,5.4,1464
Landline,2017,97,USA,6.4,4020
Heritage Falls,2016,92,USA,5.9,222
Undeserved,2016,90,USA,4.6,122
Coin Heist - Colpo alla Zecca,2017,97,USA,4.8,2362
All Creatures Here Below,2018,91,USA,5.6,654
Benjamin,2019,85,USA,3.3,344
Bully,2018,83,USA,5.4,180
Paramedics,2016,98,USA,3.9,277
Day of Reckoning,2016,85,USA,3.3,828
Unbound,2020,97,USA,4.5,182
Escape Room: The Game,2017,86,USA,4.3,2656
Tracktown,2016,88,USA,5.5,382
Small Town Crime,2017,91,USA,6.6,9388
The Female Brain,2017,98,USA,5.8,2676
Kate Can't Swim,2017,90,USA,5.2,153
Cubby,2019,83,USA,5,191
Cynthia,2018,89,USA,4.6,267
"Literally, Right Before Aaron",2017,102,USA,4.6,2131
Angels Fallen,2020,86,USA,4.3,835
The Orchard,2020,81,USA,3.3,330
Kill 'em All - Uccidili tutti,2017,96,USA,4.3,2083
Tape,2020,98,USA,3.8,120
The Lovers - Ritrovare l'amore,2017,97,USA,6,3307
The Man from Earth: Holocene,2017,98,USA,5.3,7670
Echo il mio amico delfino,2019,89,USA,4.4,240
Underwater,2020,95,USA,5.8,48505
An Interview with God,2018,97,USA,5.7,2979
Diggerz: Black Lung Rises,2017,117,USA,4.2,244
Voidfinder,2017,106,USA,4.7,210
Se ci conoscessimo oggi,2018,97,USA,6.4,40773
The Institute,2017,98,USA,4.1,2584
Sorprendimi,2017,103,USA,5.3,195
Bikini Moon,2017,102,USA,6.6,208
3 Weeks in Yerevan,2016,92,USA,7.3,196
What the Night Can Do,2020,91,USA,4.4,125
Butterfly Kisses,2018,91,USA,5.8,798
L'autostrada,2017,80,USA,4.7,2686
Gemini,2017,93,USA,5.4,4388
Roxanne Roxanne,2017,100,USA,6.2,2628
Two Steps from Hope,2017,83,USA,3.7,122
Sequence Break,2017,80,USA,4.5,538
Let There Be Light,2017,100,USA,4.7,2402
Zombie with a Shotgun,2019,79,USA,3.5,144
Dementia 13,2017,83,USA,4.4,892
The Archer,2016,86,USA,5.2,460
Handsome: Un giallo Netflix,2017,80,USA,5.2,3849
The Detained,2017,90,USA,3.4,1283
The Revival,2017,85,USA,5.4,478
Ray Meets Helen,2017,100,USA,5.2,150
Christmas Crime Story,2017,96,USA,4.4,152
The Nun: La vocazione del male,2018,96,USA,5.3,112638
Spie sotto copertura,2019,102,USA,6.8,27906
Wunderland,2018,85,USA,3.3,872
Color Me You,2017,90,USA,5.4,112
Band Aid,2017,91,USA,6.6,5095
One Percent More Humid,2017,98,USA,5.5,489
Close Calls,2017,128,USA,4.8,235
La ruota delle meraviglie,2017,101,USA,6.2,24075
Burning sands: Il codice del silenzio,2017,96,USA,6,2519
Camp Cold Brook,2018,86,USA,4.8,819
Fun Mom Dinner,2017,81,USA,5.2,4607
Fright Fest,2018,90,USA,3.6,584
The Feels,2017,90,USA,5.1,1587
Last Rampage: The Escape of Gary Tison,2017,93,USA,5.7,1448
Get My Gun,2017,90,USA,5.6,150
Straight Outta Oz,2016,57,USA,7.4,204
The Directive,2019,113,USA,4.4,646
What Death Leaves Behind,2018,87,USA,6.3,546
Murder Made Easy,2017,76,USA,5.5,137
Dog Years,2017,94,USA,6.9,3321
The Price for Silence,2018,107,USA,4.1,154
Fall of Grace,2017,81,USA,4,485
Plank Face,2016,91,USA,5.4,269
The Competition,2018,103,USA,4.5,1109
Stake Land II,2016,81,USA,5.3,3033
River Runs Red,2018,94,USA,4.6,2540
Max 2: Un eroe alla Casa Bianca,2017,85,USA,5.2,1218
I nostri cuori chimici,2020,93,USA,6.3,3096
Dark Meridian,2017,91,USA,4.6,362
Big Fat Liar 2,2017,94,USA,4,741
Ralph spacca Internet,2018,112,USA,7.1,124313
Over-the-Rhine,2020,100,USA,4.1,105
Walk. Ride. Rodeo.,2019,100,USA,6.4,1739
American Violence,2017,107,USA,4.5,1635
Sacrilege,2017,96,USA,3.3,289
You Can't Say No,2018,91,USA,3.9,269
Animator,2018,98,USA,3.5,156
Savage Dog - Il selvaggio,2017,94,USA,4.9,2786
Major Deal,2016,65,USA,5.5,200
Lasso,2017,97,USA,4.6,516
A Doggone Christmas,2016,82,USA,4,142
The Atoning,2017,89,USA,4.1,752
Point Man,2018,107,USA,3.8,352
Know Your Enemy,2019,84,USA,5.6,116
Lucky,2017,88,USA,7.3,18230
Sleep No More,2017,91,USA,5.2,1363
The Capture,2017,78,USA,6,1367
Panama Papers,2019,95,USA,6.3,40886
Un marito da addestrare,2018,85,USA,4.5,554
Empty Space,2016,76,USA,6.7,172
Silencer,2018,88,USA,3.9,929
Created Equal,2017,91,USA,5.3,128
Lo studente,2017,90,USA,4.4,580
No Alternative,2018,104,USA,5.9,189
"Jesus, Bro!",2017,85,USA,6.7,197
Slapped! The Movie,2018,119,USA,6.1,182
Damsel,2018,113,USA,5.6,3433
Elizabeth Blue,2017,95,USA,5.5,105
Bodied,2017,120,USA,7.1,4825
Brad's Status,2017,102,USA,6.5,15424
Desert Shores,2018,80,USA,6,237
The Super,2017,90,USA,5.9,11393
House of Demons,2018,90,USA,3.3,449
Spies Are Forever,2016,159,USA,8.7,166
Soft Matter,2018,72,USA,2.9,133
Groupers,2019,109,USA,5.6,830
Her Last Will,2016,91,USA,5.9,125
Sandy Wexler,2017,130,USA,5.2,13985
Diminuendo,2018,106,USA,4.4,147
The Last Descent,2016,105,USA,5.4,382
Age of Summer,2018,88,USA,5.5,570
Benvenuti alla Monster High,2016,73,USA,5.6,439
Avenge the Crows,2017,96,USA,5.1,299
Dead on Arrival,2017,97,USA,5.8,1768
The Nursery,2018,87,USA,5.1,706
Beyond the Night,2018,98,USA,5.4,329
Mai fidarti della tua ex,2016,91,USA,5.1,200
The House of Tomorrow,2017,85,USA,6.2,1614
The Hunting,2017,89,USA,5.4,209
Hongo,2017,93,USA,6.4,148
Blue Jay,2016,80,USA,7.3,13253
Doll in the Dark,2016,73,USA,5,127
King of the Dancehall,2016,100,USA,5,152
Stadium Anthems,2018,99,USA,7.9,203
A Crooked Somebody,2017,102,USA,6.2,758
Narco Valley,2018,78,USA,6,119
Pool Party Massacre,2017,81,USA,4.4,486
Holy Terror,2017,77,USA,3.6,305
Unlovable,2018,80,USA,5.9,425
Beatriz at Dinner,2017,82,USA,6,8747
Wildlife,2018,105,USA,6.8,21929
Atomic Shark,2016,90,USA,2.8,257
Horror Hotel: The Movie,2016,103,USA,4.6,1233
The Pale Man,2017,98,USA,4.5,222
Permanent,2017,93,USA,5.5,1812
The Ouija Possession,2016,95,USA,1.9,117
The Book of Secrets,2017,70,USA,7.4,219
Stay,2017,93,USA,4.7,178
The Witch in the Window,2018,77,USA,5.7,3418
Johnny Gruesome,2018,90,USA,3.8,278
Tell Me How I Die,2016,107,USA,5,4273
Black Creek,2017,80,USA,4.5,426
1st Strike,2016,99,USA,4.8,138
4/20 Massacre,2018,84,USA,3.7,558
Art Show Bingo,2017,90,USA,6.1,195
Into the Valli,2018,76,USA,7.6,201
Valentine DayZ,2018,79,USA,2.1,100
The Voices,2020,96,USA,3.8,385
Pretty Outrageous,2017,75,USA,6.3,665
It Happened in L.A.,2017,97,USA,5.5,173
Mistero al castello Blackwood,2018,90,USA,5.6,4688
Stay Out Stay Alive,2019,85,USA,4,684
"Fell, Jumped or Pushed",2016,89,USA,6.1,167
Vox Lux,2018,114,USA,5.9,15420
Wild Faith,2018,100,USA,4.6,498
Ingrid va a ovest,2017,98,USA,6.6,34497
Solver,2017,88,USA,5.2,224
Frank and Ava,2018,110,USA,3.6,117
Captive State,2019,109,USA,6,46043
I Hate Kids,2019,89,USA,5.8,1636
Fratelli di sangue,2017,88,USA,5.1,155
Lemon,2017,83,USA,4.6,1722
Batman: Return of the Caped Crusaders,2016,78,USA,6.8,4566
Jesus Rolls - Quintana è tornato!,2019,85,USA,4.3,2125
After Louie,2017,100,USA,5.5,325
Dating My Mother,2017,88,USA,4.8,301
Lost Fare,2018,90,USA,4.6,301
The Transcendents,2018,96,USA,9.2,1450
Hatchback,2019,86,USA,4.3,100
The Maestro,2018,94,USA,5.7,188
The Devil's Well,2018,88,USA,3.7,245
No Postage Necessary,2017,104,USA,6.3,768
Black Luck,2016,90,USA,6.9,283
The Manor,2018,92,USA,3,177
Red Sonja: Queen of Plagues,2016,74,USA,3.5,140
L'incredibile Jessica James,2017,85,USA,6.5,6100
The Trap,2019,90,USA,4.3,1182
Rag Doll,2019,103,USA,5.4,194
Columbus,2017,104,USA,7.2,13676
Extraordinary,2017,86,USA,3.5,201
The 13th Friday,2017,95,USA,2.9,444
Poor Greg Drowning,2018,78,USA,4.3,119
Diario di una schiappa: Portatemi a casa,2017,91,USA,4.3,6799
The Night Before,2017,81,USA,4.5,159
What Lies Ahead,2019,88,USA,3.3,255
Bornless Ones,2016,81,USA,4.6,1012
Extracurricular Activities,2019,86,USA,6.1,905
What Still Remains,2018,92,USA,4.7,1709
